nombre,categoria,marca,codigo_barras,precio_venta,precio_costo,stock,stock_minimo
Alimento Pro para Anthias 120g,Aqua Forest,Aqua Forest,5902026739467,435.0,260.0,0.0,0.0
AF Power Elixir 2L,Aqua Forest,Aqua Forest,5902026732826,2300.0,1380.0,-7.0,0.0
Fish V 50ml,Aqua Forest,Aqua Forest,5902026731539,705.0,426.0,7.0,0.0
Fish V 10ml,Aqua Forest,Aqua Forest,5902026731515,290.0,174.0,9.0,0.0
Pinzas grandes curvas,General,,,150.0,150.0,-8.0,0.0
Pinzas grandes rectas,General,,,150.0,150.0,-3.0,0.0
Pinzas medianas curvas,General,,,100.0,100.0,0,0
Pinzas medianas rectas,General,,,100.0,100.0,-5.0,0.0
Pinzas curvas chicas,General,,,80.0,80.0,-12.0,0.0
Pinzas rectas chicas,General,,,80.0,80.0,-1.0,0.0
Comedero esquinado,General,,,35.0,35.0,2.0,0.0
Fibra coco reptil terra 1k,General,,,80.0,80.0,0,0
Acro Black comprimido 60L,General,,,350.0,350.0,0,0
Pelonia repens,General,,,250.0,250.0,2.0,0.0
Ficus radicans,General,,,150.0,150.0,-1.0,0.0
Daytime heat lamp 25w,General,,,120.0,120.0,-1.0,0.0
Chicken Pot Pie 6oz/170g,Repashy,Repashy,,380.0,220.0,2.0,0.0
Pumpking Pie 12oz/340g,Repashy,Repashy,,550.0,359.0,2.0,0.0
Pumpking Pie 6oz/170g,Repashy,Repashy,,360.0,250.0,4.0,0.0
Roca,General,,,2178.0,2178.0,0,0
Acro Black (coco chip),General,,,140.0,140.0,-63.0,0.0
Shrimp sticks 138g,Tropical,Tropical,5900469633649,175.0,124.0,67.0,0.0
Gancho herpetológico Ch,General,,,220.0,150.0,0,0
Jungle Clay 2500ml,General,,,350.0,350.0,0,0
Daytime heat lamp 60w,General,,0015561221108,140.0,80.0,10.0,0.0
Musgo estrella,General,,,80.0,80.0,-18.0,0.0
Musgo Java,General,,,120.0,100.0,-5.0,0.0
Bromelia,General,,,250.0,250.0,0,0
Larva de mosca soldado,General,,,50.0,50.0,0,0
"Calcetin Nylon 5"" Bubble Magus",Bubble magus,Bubble magus,,100.0,66.0,7.0,0.0
Tiras Reactivas Lomas 7 en 1,Lomas,Lomas,,250.0,170.0,36.0,0.0
Nano-Tech Snail Tratamiento Anti Caracoles 250ml,AZOO,AZOO,,190.0,125.0,2.0,0.0
Nitripro Bacteria polvo 25g,Seachem,Seachem,,150.0,100.0,2.0,0.0
Nitraac Bacteria Polvo 25g,Seachem,Seachem,,150.0,100.0,3.0,0.0
Pad Fibra antirayaduras 4pz,Seachem,Seachem,,320.0,212.0,2.0,0.0
Pad Fibra Anti Rayaduras,Seachem,Seachem,,98.0,65.0,1.0,0.0
Betta Basics 60ml,Seachem,Seachem,,65.0,43.0,-2.0,0.0
Flourish excel 50ml,Seachem,Seachem,0000116045506,85.0,56.0,-5.0,0.0
Activate 350ml,Aqua Vitro,Aqua Vitro,0000116756105,260.0,175.0,2.0,0.0
Ions 350ml,Aqua Vitro,Aqua Vitro,0000116756105,260.0,175.0,2.0,0.0
Synthesys 350ml,Aqua Vitro,Aqua Vitro,,280.0,185.0,2.0,0.0
Replenish 100 ml,Seachem,Seachem,0000116147606,75.0,48.0,2.0,0.0
Reef Fusion 2 500ml,Seachem,Seachem,,290.0,190.0,0.0,0.0
Reef Fusion 1 500ml,Seachem,Seachem,,290.0,190.0,0.0,0.0
Galapagos U.T.H - Tapete térmico 24w,Pangea,Pangea,0759834057031,900.0,700.0,5.0,0.0
Galapagos U.T.H - Tapete térmico 16w,Pangea,Pangea,0759834057024,800.0,590.0,0.0,0.0
Galapagos U.T.H - Tapete térmico 8w,Pangea,Pangea,0759834057017,640.0,400.0,-1.0,0.0
Galapagos U.T.H - Tapete térmico 4w,Pangea,Pangea,0759834057000,540.0,400.0,-1.0,0.0
Reef Vane 45,General,,,3378.0,3378.0,0,0
StartSmart Complete Freshwater 20l,Tender Living Care,Tender Living Care,,2300.0,1399.0,1.0,0.0
Larva de mosca soldado acuícola,Only Reptile,Only Reptile,,50.0,35.0,-16.0,0.0
Jungle Clay 1000ml,General,,,150.0,150.0,-81.0,0.0
Musgo Moss,General,,,50.0,50.0,0,0
Tijeras curvas 17cm,Chihiros,Chihiros,06974333542626,430.0,289.0,3.0,0.0
Tijeras rectas 17cm,Chihiros,Chihiros,06974333542619,400.0,267.0,3.0,0.0
Kit CO2 2.5L,Chihiros,Chihiros,,4200.0,2651.0,1.0,0.0
CO2 Regulador Pro Edición Limitada,Chihiros,Chihiros,,5000.0,3324.0,2.0,0.0
Food Feeder 11.5cm,Chihiros,Chihiros,,400.0,276.0,0.0,0.0
Cyclone External Filter CY20 200L/h,Resun,Resun,,650.0,450.0,2.0,0.0
Filtro de Cascada SHF-100,Sunny,Sunny,,170.0,121.0,3.0,0.0
Calentador Sunny 75w SGH-75,Sunny,Sunny,,100.0,73.0,-1.0,0.0
Calentador Sunny 50w SGH-50,Sunny,Sunny,,100.0,73.0,3.0,0.0
Calentador Sunny 25w SGH-25,Sunny,Sunny,,100.0,73.0,2.0,0.0
Spirulina Tropical Gran 90g,Tropical,Tropical,,20.0,12.0,20.0,0.0
Color Mix Gran 90g,Sunny,Sunny,,15.0,10.0,20.0,0.0
Tropical Bites 90g,Tropical,Tropical,,20.0,12.0,19.0,0.0
Canister Sunny 1550 L/H SCF-1200,Sunny,Sunny,,2200.0,1566.0,0.0,0.0
Canister Sunny 960 L/H SCF-800,Sunny,Sunny,,1650.0,1148.0,-1.0,0.0
Nano Tank 10L SA-3676,Sunny,Sunny,,1700.0,1600.0,2.0,0.0
Advanced soil shrimp Powder 8l,Help,Help,4560191492399,900.0,712.0,6.0,0.0
Carbo Calcium 500ml,Tropic Marine,Tropic Marine,,260.0,189.0,9.0,0.0
Phos Feed 300g,Tropic Marine,Tropic Marine,,400.0,291.0,4.0,0.0
Carbo 100ml,Tropical,Tropical,,100.0,60.0,2.0,0.0
TerraClay Yellow,Tropical,Tropical,5900469820155,300.0,200.0,0.0,0.0
TerraClay Red 5kg,Tropical,Tropical,5900469820353,300.0,200.0,-12.0,0.0
Insect Flakes 50g,Tropical,Tropical,,150.0,104.0,2.0,0.0
Insect Menu Granules XXS 160g,Tropical,Tropical,,250.0,187.0,3.0,0.0
Insect Menu Granules XXS 64g,Tropical,Tropical,,130.0,94.0,9.0,0.0
Red Parrot Granulant 100g,Tropical,Tropical,5900469607145,130.0,97.0,11.0,0.0
Soft Line Betta 5g,Tropical,Tropical,5900469677612,35.0,30.0,40.0,0.0
Soft Line America 60g,Tropical,Tropical,,150.0,111.0,6.0,0.0
Mikrovit Hi-Protein 32g,Tropical,Tropical,5900469776223,80.0,55.0,-2.0,0.0
Mikrovit Vegetable 32g,Tropical,Tropical,5900469776124,75.0,53.0,9.0,0.0
Mikrovit Basic 32g,Tropical,Tropical,5900469776025,60.0,44.0,2.0,0.0
Krill Flake 100g,Tropical,Tropical,,280.0,280.0,5.0,0.0
Tubivit 20g,Tropical,Tropical,,60.0,41.0,1.0,0.0
Guppy 20g,Tropical,Tropical,5900469770535,75.0,52.0,-6.0,0.0
Betta Granulant 10g,Tropical,Tropical,5900469614419,35.0,26.0,17.0,0.0
Super Spirulina Mini Granulant 56g,Tropical,Tropical,,180.0,124.0,14.0,0.0
Supervit Granulant 55g,Tropical,Tropical,5900469604137,75.0,55.0,54.0,0.0
Betta Hi-Protein Krill 10g,Sunny,Sunny,,10.0,4.0,20.0,0.0
Gecko Cream Fig 125g,Tropical,Tropical,5900469117347,500.0,384.0,6.0,0.0
Gecko Cream StrawBerry 125g,Tropical,Tropical,5900469117231,500.0,384.0,6.0,0.0
Gecko Cream Apricot 125g,Tropical,Tropical,5900469117149,500.0,384.0,6.0,0.0
FD Brine Shrimp 8g,Tropical,Tropical,5900469011539,100.0,71.0,33.0,0.0
Maxi-Cure Extra Thick 8 oz,Inland Seas,Inland Seas,,1100.0,776.0,2.0,0.0
Maxi-Cure Extra Thick 1 oz,Inland Seas,Inland Seas,,280.0,159.0,-1.0,0.0
Eheim Termostato 50w,Eheim,Eheim,720686361362,875.0,521.0,2.0,0.0
Eheim Termostato 25w,Eheim,Eheim,720686361362,800.0,636.0,2.0,0.0
Maxi-Cure Extra Thick 2 oz,Inland Seas,Inland Seas,,500.0,258.0,0.0,0.0
Maxi-Cure Extra Thick 1/2 oz,Inland Seas,Inland Seas,,200.0,119.0,1.0,0.0
AquaStik Grey 2oz,Two Little Fishies,Two Little Fishies,748172440223,260.0,199.0,1.0,0.0
Flipper Pico Black,Flipper,Flipper,,425.0,299.0,1.0,0.0
BRS Kit de Framentacion Estandar,Bulk Reef Suply,Bulk Reef Suply,,950.0,588.0,2.0,0.0
BRS kit Deluxe Para Fragmentacion,Bulk Reef Suply,Bulk Reef Suply,,1999.0,1599.0,1.0,0.0
AcroPower 250ml,Two Little Fishies,Two Little Fishies,74817500569,380.0,269.0,1.0,0.0
Ich-X SW 4oz,Hikari,Hikari,,285.0,194.0,0.0,0.0
PraziPro 1oz,Hikari,Hikari,,150.0,99.0,1.0,0.0
Ich-X SW 16oz,Hikari,Hikari,,500.0,286.0,1.0,0.0
Solicion Calibracion Refractometro BRS 60ml,Bulk Reef Suply,Bulk Reef Suply,,200.0,139.0,1.0,0.0
Liquido Calibracion Ph 4.01,Milwaukee,Milwaukee,,60.0,31.0,4.0,0.0
Liquido Calibracion Ph 7.01,Milwaukee,Milwaukee,,50.0,27.0,4.0,0.0
Liquido Calibracion Ph 10.01,Milwaukee,Milwaukee,,50.0,27.0,1.0,0.0
Ich Attack 16oz,Kordon,Kordon,,650.0,355.0,1.0,0.0
Rid Ich Plus 473ml,Kordon,Kordon,,550.0,290.0,1.0,0.0
Reef Octopus Nano Skimmer NS80,Reef Octopus,Reef Octopus,,1850.0,1563.0,1.0,0.0
GonioPower 30g,Two Little Fishies,Two Little Fishies,,360.0,254.0,1.0,0.0
Nyos Quantum 220,Nyos,Nyos,,16000.0,11989.0,0.0,0.0
Nyos Quantum 160,Nyos,Nyos,,10500.0,7999.0,0.0,0.0
Nyos Quantum 120,Nyos,Nyos,,7700.0,6338.0,-1.0,0.0
Mantis Feeder 45 cm,Mantis,Mantis,,200.0,104.0,2.0,0.0
Mantis Feeder 29cm,Mantis,Mantis,,120.0,59.0,1.0,0.0
TURBO 15000 wi-fi,Mantis,Mantis,,4900.0,3679.0,1.0,0.0
TURBO 13000 wi-fi,Mantis,Mantis,,4000.0,2969.0,-1.0,0.0
TURBO 8000 wi-fi,Mantis,Mantis,,3400.0,2459.0,0.0,0.0
TURBO 6500 wi-fi,Mantis,Mantis,,3100.0,2269.0,-2.0,0.0
TURBO 5000 wi-fi,Mantis,Mantis,,2600.0,1889.0,-9.0,0.0
TURBO 3500 wi-fi,Mantis,Mantis,,2300.0,1699.0,-8.0,0.0
TURBO 1500 wi-fi,Mantis,Mantis,,1750.0,1315.0,-2.0,0.0
Mantis UV Light-55W,Mantis,Mantis,,3400.0,2199.0,0.0,0.0
Mantis UV-36W,Mantis,Mantis,,2600.0,1799.0,-4.0,0.0
"Mantis Porta Calcetín doble 4""",Mantis,Mantis,,420.0,295.0,2.0,0.0
"Mantis Porta Calcetín 4""",Mantis,Mantis,,250.0,172.0,2.0,0.0
Enfriador 2 ventiladores,Mantis,Mantis,,600.0,359.0,1.0,0.0
Mantis Ventilador Nano 4W,Mantis,Mantis,,600.0,359.0,0.0,0.0
Mantis Ósmosis Inversa,Mantis,Mantis,,4500.0,3599.0,-3.0,0.0
Mantis Base para Skimmer L,Mantis,Mantis,,530.0,385.0,1.0,0.0
Mantis Base para Skimmer M,Mantis,Mantis,,450.0,319.0,1.0,0.0
Mantis Bio-Filter Block,Mantis,Mantis,,450.0,289.0,-1.0,0.0
TOURBON-200,Mantis,Mantis,,2700.0,1829.0,-5.0,0.0
Bomba Tornado 12000,Mantis,Mantis,,3800.0,2639.0,0.0,0.0
TURBO 10000  wi-fi,Mantis,Mantis,,3600.0,2364.0,-2.0,0.0
Reactor MR200,Mantis,Mantis,,2500.0,1878.0,0.0,0.0
Reactor MR150,Mantis,Mantis,,2000.0,1499.0,1.0,0.0
Reactor MR100,Mantis,Mantis,,1500.0,1127.0,-3.0,0.0
Mantis Contenedor 4X1.5 ML,Mantis,Mantis,,1600.0,1124.0,0.0,0.0
Mantis Kit Lentes para fotografia,Mantis,Mantis,,400.0,279.0,-1.0,0.0
Bomba Tornado 6000,Mantis,Mantis,,2800.0,2085.0,-3.0,0.0
Bomba Tornado 4000,Mantis,Mantis,,2500.0,1859.0,-7.0,0.0
Bomba Tornado 2000,Mantis,Mantis,,1900.0,1448.0,1.0,0.0
Skimmer Tornado-180,Mantis,Mantis,,6000.0,4499.0,-4.0,0.0
Skimmer Tornado-120,Mantis,Mantis,,3900.0,2799.0,-3.0,0.0
Skimmer Tornado-150,Mantis,Mantis,,5000.0,3749.0,-3.0,0.0
Red Week Aqua Grande,Week Aqua,Week Aqua,,50.0,23.0,27.0,0.0
Red Week Aqua Mediana,Week Aqua,Week Aqua,,40.0,18.0,28.0,0.0
Red Week Aqua Chica,Week Aqua,Week Aqua,,30.0,13.0,33.0,0.0
Red Week Aqua Mini,Week Aqua,Week Aqua,,25.0,11.0,28.0,0.0
Z250 Pro Week Aqua,Week Aqua,Week Aqua,,3000.0,1850.0,10.0,0.0
M1200 Pro D2 Week Aqua,Week Aqua,Week Aqua,,4300.0,2115.0,2.0,0.0
M400 Pro K Week Aqua,General,,,2000.0,2000.0,1.0,0.0
S400 Pro Week Aqua,Week Aqua,Week Aqua,,1900.0,950.0,3.0,0.0
Liquid Buffer 500ml,Tropic Marine,Tropic Marine,,250.0,161.0,7.0,0.0
Calentador Titanio BRS 600w,Bulk Reef Suply,Bulk Reef Suply,,2500.0,1726.0,-1.0,0.0
Calentador Titanio BRS 300w,Bulk Reef Suply,Bulk Reef Suply,,2000.0,1440.0,1.0,0.0
Calentador Titanio BRS 200w,Bulk Reef Suply,Bulk Reef Suply,,1800.0,1245.0,0.0,0.0
Calentador Titanio BRS 100w,Bulk Reef Suply,Bulk Reef Suply,,1600.0,1149.0,0.0,0.0
Calentador H2 Pro 800w,H2 Pro,H2 Pro,,3200.0,2475.0,0.0,0.0
Mantis Smart Ato,Mantis,Mantis,,1990.0,1392.0,-1.0,0.0
Chaeto Max 2 en 1,Innovative Marine,Innovative Marine,,2500.0,1790.0,0.0,0.0
InkBird ontrolador de Temp,Inkbird,Inkbird,,1750.0,1179.0,2.0,0.0
Algae Scraper Rasqueta 45cm Week Aqua,Week Aqua,Week Aqua,,400.0,120.0,2.0,0.0
Algae Scraper Rasqueta Week Aqua 65cm,Week Aqua,Week Aqua,,480.0,130.0,11.0,0.0
Espatula Week Aqua Sand Flattener,Week Aqua,Week Aqua,,140.0,35.0,-6.0,0.0
Toallas Week Aqua,Week Aqua,Week Aqua,,75.0,15.0,37.0,0.0
Sujetador Lily Pipe Gde,Week Aqua,Week Aqua,,140.0,55.0,0.0,0.0
Sujetador Lily Pipe Md,Week Aqua,Week Aqua,,120.0,45.0,3.0,0.0
Sujetador Lily Pipe Ch,Week Aqua,Week Aqua,,100.0,35.0,5.0,0.0
Splitter 6 Salidas Week Aqua,Week Aqua,Week Aqua,,1400.0,550.0,2.0,0.0
Bubble Counter Con Solenoide 1 Salida Week Aqua,Week Aqua,Week Aqua,,600.0,275.0,4.0,0.0
Bubble Counter Con Solenoide 2 Salidas Week Aqua,Week Aqua,Week Aqua,,600.0,275.0,0.0,0.0
Regulador Co2 Sin Solenoide Week Aqua,Week Aqua,Week Aqua,,1800.0,500.0,9.0,0.0
Tanque Co2 2L Week Aqua,Week Aqua,Week Aqua,,1800.0,700.0,5.0,0.0
Manguera Silicon Week Aqua 16-22mm,Week Aqua,Week Aqua,,100.0,35.0,60.0,0.0
Manguera Silicon Week Aqua 12-16mm,Week Aqua,Week Aqua,,80.0,25.0,111.0,0.0
Thermo Hygrometro Week Aqua,Week Aqua,Week Aqua,,130.0,45.0,6.0,0.0
Pipes Brush 155cm Week Aqua,Week Aqua,Week Aqua,,180.0,50.0,-8.0,0.0
Pipes Brush 45cm Week Aqua,Week Aqua,Week Aqua,,120.0,25.0,3.0,0.0
Difusor Gde con Check Week Aqua,Week Aqua,Week Aqua,,250.0,140.0,-1.0,0.0
Difusor Chico Week Aqua,Week Aqua,Week Aqua,,160.0,105.0,3.0,0.0
Terrario Mini 7 Pro Week Aqua,Week Aqua,Week Aqua,,1100.0,720.0,23.0,0.0
Lampara Mini 7 Pro,Week Aqua,Week Aqua,,1000.0,550.0,-1.0,0.0
Pinza Recta Week Aqua Tweezer Straight,Week Aqua,Week Aqua,,150.0,40.0,-1.0,2.0
Pinza Curva Week Aqua Tweezer Curved,Week Aqua,Week Aqua,,150.0,40.0,2.0,2.0
Vitamins 120ml,AZOO,AZOO,,130.0,65.0,2.0,0.0
Supreme Bioguard 500ml,AZOO,AZOO,,420.0,210.0,1.0,0.0
Supreme Bioguard 250ml,AZOO,AZOO,,270.0,135.0,2.0,0.0
Supreme Bioguard 120ml,AZOO,AZOO,,160.0,80.0,3.0,0.0
Aquaguard Plus 500ml,AZOO,AZOO,,300.0,150.0,2.0,0.0
Aquaguard Plus 250ml,AZOO,AZOO,,190.0,95.0,3.0,0.0
Aquaguard Plus 120ml,AZOO,AZOO,,110.0,55.0,1.0,0.0
Professional Lab Test,Tropic Marine,Tropic Marine,0619106286005,3800.0,2785.0,4.0,1.0
No2/No3 Test,Tropic Marine,Tropic Marine,0619106282601,460.0,347.0,6.0,2.0
Test Ca/Mg Pro,Tropic Marine,Tropic Marine,0619106283806,999.0,748.0,9.0,2.0
O-Megavital Nori 17g,Tropic Marine,Tropic Marine,0619106248713,150.0,94.0,10.0,2.0
Original Balling Components Set 3x1Kg,Tropic Marine,Tropic Marine,0619106265284,999.0,748.0,6.0,2.0
K+ Elements 500ml,Tropic Marine,Tropic Marine,0619106242230,450.0,338.0,49.0,0.0
A- Elements 500ml,Tropic Marine,Tropic Marine,0619106241233,450.0,338.0,27.0,2.0
Inmunovit 60g,Tropic Marine,Tropic Marine,0619106248225,380.0,275.0,5.0,2.0
Coral Clean 250ml,Tropic Marine,Tropic Marine,0619106243329,365.0,280.0,3.0,2.0
Phytonic 250ml,Tropic Marine,Tropic Marine,0619106246559,850.0,644.0,12.0,2.0
Lipovit 50ml,Tropic Marine,Tropic Marine,0619106248027,600.0,440.0,7.0,2.0
Quick Conector 12-16mm,Week Aqua,Week Aqua,,250.0,100.0,5.0,0.0
Quick Conector 16mm,Week Aqua,Week Aqua,,250.0,100.0,1.0,0.0
Quick Conector 12mm,Week Aqua,Week Aqua,,250.0,100.0,2.0,0.0
AquaReady Reactor de Calcio cTech T-2,AquaReady,AquaReady,,6500.0,4498.0,1.0,0.0
Coral Frag Magnético Flipper,Flipper,Flipper,0023632139313,1800.0,1030.0,2.0,0.0
HydroPlex 16 Oz,Ruby Reef,Ruby Reef,0685759111438,500.0,381.0,2.0,0.0
Restor 250ml,Brightwell aquatics,Brightwell aquatics,0810086010530,350.0,175.0,3.0,0.0
Restor 500ml,Brightwell aquatics,Brightwell aquatics,0810086010547,600.0,370.0,0.0,0.0
Phosphat-E 250ml,Brightwell aquatics,Brightwell aquatics,0810086011438,700.0,578.0,2.0,0.0
Flipper Edge,Flipper,Flipper,0023632144225,1650.0,1369.0,0.0,0.0
"DeepSee Orange Lens Filter 4""",Flipper,Flipper,0023632144096,380.0,299.0,1.0,0.0
"DeepSee Orange Lens Filter 5""",Flipper,Flipper,0023632144102,400.0,322.0,1.0,0.0
"DeepSee Orange Lens Filter 3""",Flipper,Flipper,0023632139207,330.0,237.0,0.0,0.0
ViaAqua Titanio 300W,ViaAqua,ViaAqua,0006903733373,1300.0,850.0,-3.0,0.0
Kick Ich 32oz,Ruby Reef,Ruby Reef,0685759125251,980.0,679.0,1.0,0.0
Coral Frag MD IceCap,IceCap,IceCap,6972809520895,1800.0,1390.0,2.0,0.0
Polyp Up 50ml,Aqua Forest,Aqua Forest,5902026734776,715.0,436.0,8.0,0.0
Component 3 en 1 2L,Aqua Forest,Aqua Forest,5902026734790,1410.0,847.0,-1.0,0.0
AF Ultra Blades,Aqua Forest,Aqua Forest,5902026733588,320.0,240.0,1.0,0.0
Reef Salt 4k,Aqua Forest,Aqua Forest,5902026734691,580.0,378.0,0.0,0.0
Reef Salt 10k,Aqua Forest,Aqua Forest,5902026734707,935.0,606.0,-10.0,0.0
Siporax 15mm 1l - 200L (Vol.),Sera,Sera,4001942084727,1110.0,660.0,0,0
Catfish Chips Nature 250ml,Sera,Sera,4001942005111,420.0,262.0,3.0,0.0
Vipagran Nature Staple 250ml,Sera,Sera,4001942002028,315.0,194.0,0,0
ImmunoPro Mini Growth Food 250ml,Sera,Sera,4001942445207,515.0,319.0,2.0,0.0
Marine Granules Staple Food 250ml,Sera,Sera,4001942003803,450.0,281.0,2.0,0.0
Goldy Natutre Flakes 100ml,Sera,Sera,4001942453257,120.0,72.0,5.0,0.0
Superpig 12 Oz 340g,Sera,Sera,643854996572,530.0,317.0,0.0,1.0
Filter Wool 100g,Sera,Sera,4001942084604,160.0,94.0,5.0,2.0
Crystal Clear 12pz - 360l (Vol.),Sera,Sera,4001942445108,630.0,375.0,-1.0,1.0
Siporax Bio Active 210g - 400l (Vol.),Sera,Sera,4001942084857,760.0,450.0,1.0,1.0
Siporax Mini 270g - 200l (Vol.),Sera,Sera,4001942084765,800.0,479.0,3.0,0.0
Siporax Mini 130g - 100l (Vol.),Sera,Sera,4001942084772,430.0,256.0,2.0,1.0
Siporax 15mm 500ml - 100l (Vol.),Sera,Sera,4001942084710,630.0,375.0,1.0,0.0
Siporax Mini 35g - 30l (Vol.),Sera,Sera,4001942068536,160.0,93.0,4.0,1.0
Aquatan 50ml - 200l (Vol.),Sera,Sera,4001942030304,160.0,95.0,6.0,0.0
BlackWater Aquatan 100ml - 500l (Vol.),Sera,Sera,4001942031400,325.0,195.0,3.0,1.0
Marine O-Nip Nature 100ml,Sera,Sera,4001942450102,460.0,285.0,6.0,0.0
Marine Granules Staple Food 1000ml,Sera,Sera,4001942003797,1390.0,860.0,3.0,1.0
Marine Granules Staple Food 100ml,Sera,Sera,4001942003759,260.0,162.0,5.0,1.0
Goldy Color Natutre Spirulina 250ml,Sera,Sera,4001942008822,275.0,171.0,5.0,0.0
Goldy Gran Natutre Granules 250ml,Sera,Sera,4001942008624,260.0,162.0,6.0,0.0
Goldy Gran Nature Granules 100ml,Sera,Sera,4001942008617,120.0,72.0,4.0,1.0
Goldy Natutre Flakes 250ml,Sera,Sera,4001942453318,220.0,134.0,6.0,1.0
Goldy Color Nature Spirulina 100ml,Sera,Sera,4001942008815,130.0,79.0,5.0,1.0
Shrimp Natutre Food 100ml,Sera,Sera,4001942005548,230.0,144.0,4.0,0.0
Micron Nature Fry Food 50ml,Sera,Sera,4001942007207,190.0,116.0,11.0,3.0
Vipagram Baby Fry Food 100ml,Sera,Sera,4001942007054,290.0,178.0,4.0,1.0
FD Bloodworms Nature 5g,Sera,Sera,4001942011303,200.0,122.0,7.0,3.0
O-Nip Nature Treat 100ml,Sera,Sera,4001942004404,450.0,277.0,6.0,1.0
O-Nip Nature Treat 24 Tabs,Sera,Sera,4001942004206,140.0,87.0,11.0,6.0
Discus ImmunPro Growth 1000ml,Sera,Sera,4001942524858,1450.0,897.0,1.0,1.0
Discus ImmunPro Growth 250ml,Sera,Sera,4001942524810,515.0,319.0,2.0,0.0
Discus ImmunPro Growth 100ml,Sera,Sera,4001942524797,250.0,154.0,0.0,2.0
Discus Color Food 100ml,Sera,Sera,4001942003322,235.0,145.0,3.0,0.0
Discus Color Food 250ml,Sera,Sera,4001942003346,450.0,277.0,0.0,2.0
Discus Granulant Nature 1000ml,Sera,Sera,4001942003070,1150.0,713.0,1.0,1.0
Discus Granulant Nature 250ml,Sera,Sera,4001942003056,465.0,287.0,11.0,4.0
Discus Granulant Nature 100ml,Sera,Sera,4001942003001,235.0,144.0,2.0,2.0
Arowana 1000ml,Sera,Sera,4001942004008,740.0,458.0,3.0,1.0
Cichlids Sticks Nature 250ml,Sera,Sera,4001942002288,355.0,220.0,6.0,1.0
Viformo Nature Bottom Feeder 100ml,Sera,Sera,4001942005401,315.0,196.0,5.0,0.0
Viformo Nature Bottom Feeder 50ml,Sera,Sera,4001942005203,160.0,98.0,2.0,1.0
Granured Natutre Cichlid Food 250ml,Sera,Sera,4001942004022,370.0,230.0,10.0,3.0
Catfish Chips Nature 100ml,Sera,Sera,4001942005104,210.0,129.0,2.0,1.0
Catfish Tabs Food XXL 250ml,Sera,Sera,4001942004985,630.0,389.0,1.0,2.0
Flora Nature Veggie Flakes 1000ml,Sera,Sera,4001942453110,1020.0,635.0,3.0,1.0
Flora Nature Veggie Flakes 250ml,Sera,Sera,4001942453073,335.0,208.0,6.0,2.0
Flora Nature Veggie Flakes 100ml,Sera,Sera,4001942453011,180.0,110.0,18.0,6.0
Marine Spirulina Grazer XL Veggie Food 250ml,Sera,Sera,4001942450171,610.0,377.0,6.0,0.0
Marine Spirulina Flakes Herbal Food 250ml,Sera,Sera,4001942450133,330.0,206.0,5.0,2.0
Spirulina Tabs 24pz,Sera,Sera,4001942009201,160.0,96.0,8.0,6.0
Guppy Gran Nature Veggie Food 100ml,Sera,Sera,4001942007108,280.0,172.0,6.0,3.0
San Nature Color Flake 1000ml,Sera,Sera,4001942452977,1020.0,635.0,1.0,1.0
San Nature Color Flake 250ml,Sera,Sera,4001942452939,360.0,224.0,7.0,5.0
San Nature Color Flake 100ml,Sera,Sera,4001942452878,180.0,110.0,13.0,3.0
Bettagran Nature Color Food 50ml,Sera,Sera,4001942001045,150.0,95.0,6.0,3.0
ImmunoPro Growth Food 100ml,Sera,Sera,4001942522953,230.0,143.0,10.0,3.0
ImmunoPro Growth Food 250ml,Sera,Sera,4001942445252,515.0,319.0,6.0,2.0
ImmunoPro Mini Growth Food 100ml,Sera,Sera,4001942523028,230.0,143.0,8.0,3.0
Insect Nature Insect Food 1000ml,Sera,Sera,4001942535663,860.0,534.0,1.0,1.0
Insect Nature Insect Food 250ml,Sera,Sera,4001942534970,360.0,220.0,6.0,0.0
Insect Nature Insect Food 100ml,Sera,Sera,4001942528313,180.0,110.0,20.0,6.0
Vipachips Nature Staple Food 250ml,Sera,Sera,4001942005159,430.0,265.0,5.0,2.0
Vipachips Nature Staple Food 100ml,Sera,Sera,4001942005142,240.0,148.0,12.0,0.0
Vipagram Nature Staple Food 1000ml,Sera,Sera,4001942002035,700.0,437.0,2.0,1.0
Vipagran Nature Staple Food 250ml,Sera,Sera,4001942002035,315.0,194.0,12.0,3.0
Vipagram Nature Staple Food 100ml,Sera,Sera,4001942002011,160.0,100.0,19.0,6.0
Vipan Nature Tropical Flakes 1000ml,Sera,Sera,4001942452830,590.0,366.0,3.0,1.0
Vipan Nature Tropical Flakes 250ml,Sera,Sera,4001942452793,240.0,148.0,7.0,3.0
Vipan Nature Tropical Flakes 100ml,Sera,Sera,4001942452731,140.0,86.0,18.0,6.0
NP-Bacto-Balance 500ml,Tropic Marine,Tropic Marine,0619106244036,350.0,220.0,1.0,0.0
PowerSun 100w uvb,ZooMed,ZooMed,,1750.0,980.0,1.0,0.0
PowerSun 80w uvb,ZooMed,ZooMed,,1400.0,760.0,0.0,0.0
Tijera S Week Aqua Scissor Wavy,Week Aqua,Week Aqua,,200.0,80.0,-4.0,2.0
Tijera Curva Week Aqua Scissors Curved,Week Aqua,Week Aqua,,160.0,70.0,-1.0,2.0
Tijera Recta Week Aqua Scissor Straight,Week Aqua,Week Aqua,,160.0,70.0,12.0,2.0
